event_id,source,date,state,district,latitude,longitude,elevation_m,slope_deg,aspect_deg,landcover,soil_type,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,antecedent_precip_index,soil_moisture_pct,landslide_occurred,landslide_type,fatalities,data_confidence
SYN_N_02132,SYNTHETIC_NER,2018-12-23,Manipur,unspecified,27.93077,95.06201,1681.0,16.96,341.8,cropland,colluvium,18.7,50.2,81.7,59.6,28.9,0,n/a,0,low
SYN_E_00343,SYNTHETIC_NER,2024-07-17,Nagaland,unspecified,28.22461,93.93954,2381.5,30.97,161.8,forest,residual_soil,33.4,99.3,197.8,135.4,32.7,1,debris flow,0,low
SYN_N_00911,SYNTHETIC_NER,2019-07-05,Arunachal Pradesh,unspecified,28.41823,89.55194,1742.9,14.01,287.6,grassland,residual_soil,7.2,16.4,25.8,19.3,24.6,0,n/a,0,low
SYN_N_00356,SYNTHETIC_NER,2021-07-12,Assam,unspecified,24.10299,95.23087,395.1,38.98,204.2,forest,colluvium,17.6,45.8,64.7,49.6,30.6,0,n/a,0,low
SYN_E_00678,SYNTHETIC_NER,2017-08-18,Nagaland,unspecified,27.03374,95.13904,2880.7,38.74,278.1,cropland,colluvium,45.5,114.5,234.2,160.6,47.5,1,soil slide,0,low
SYN_N_00150,SYNTHETIC_NER,2016-07-02,Tripura,unspecified,26.11385,90.08246,940.6,17.76,74.7,forest,residual_soil,16.7,31.9,68.0,46.9,19.4,0,n/a,0,low
SYN_N_01548,SYNTHETIC_NER,2019-08-15,Mizoram,unspecified,25.38734,88.12153,268.3,31.54,122.4,cropland,unknown,9.8,18.9,41.5,28.4,7.0,0,n/a,0,low
SYN_N_01749,SYNTHETIC_NER,2020-06-26,Arunachal Pradesh,unspecified,22.28202,94.91342,468.6,32.28,299.2,forest,colluvium,15.4,42.1,59.3,45.4,28.2,0,n/a,0,low
SYN_N_02321,SYNTHETIC_NER,2023-10-02,Manipur,unspecified,22.49489,90.11356,1960.4,37.57,110.2,cropland,unknown,18.8,45.5,75.8,55.3,26.7,0,n/a,0,low
SYN_E_00940,SYNTHETIC_NER,2019-03-02,Tripura,unspecified,26.32037,90.61797,602.8,29.07,169.4,forest,weathered_rock,46.0,141.0,199.8,151.4,46.8,1,soil slide,0,low
SYN_N_02068,SYNTHETIC_NER,2015-06-17,Nagaland,unspecified,26.76974,96.92647,2986.1,31.35,256.3,forest,residual_soil,25.2,66.0,100.0,74.8,16.1,0,n/a,0,low
SYN_N_00932,SYNTHETIC_NER,2015-01-17,Mizoram,unspecified,21.99632,91.70838,783.1,24.34,100.7,bare,weathered_rock,16.9,50.1,108.9,72.9,27.2,0,n/a,0,low
SYN_N_00569,SYNTHETIC_NER,2024-07-26,Meghalaya,unspecified,25.91913,88.66741,1007.3,17.42,26.8,forest,colluvium,59.0,186.0,383.6,259.4,19.5,0,n/a,0,low
SYN_N_01122,SYNTHETIC_NER,2025-07-08,Assam,unspecified,24.75042,94.63452,422.1,31.58,283.6,forest,residual_soil,22.8,52.6,110.6,75.6,34.1,0,n/a,0,low
SYN_N_00552,SYNTHETIC_NER,2020-07-17,Arunachal Pradesh,unspecified,28.22182,95.97553,2217.9,34.34,285.9,forest,colluvium,25.0,69.5,141.0,96.4,12.1,0,n/a,0,low
SYN_E_00576,SYNTHETIC_NER,2018-11-09,Arunachal Pradesh,unspecified,29.28517,92.31954,2515.7,43.38,52.9,grassland,residual_soil,44.5,83.2,162.8,115.3,46.7,1,soil slide,0,low
SYN_N_01326,SYNTHETIC_NER,2017-06-07,Arunachal Pradesh,unspecified,29.32867,92.22844,4004.9,20.96,248.8,bare,residual_soil,13.0,28.2,43.3,32.7,23.7,0,n/a,0,low
SYN_N_02204,SYNTHETIC_NER,2023-08-02,Nagaland,unspecified,27.41211,90.64899,1170.2,2.0,110.0,forest,colluvium,15.8,38.7,83.9,56.7,20.2,0,n/a,0,low
SYN_N_01654,SYNTHETIC_NER,2019-09-13,Tripura,unspecified,21.61239,93.19612,474.0,29.75,190.7,forest,colluvium,24.9,73.3,106.7,80.3,30.8,0,n/a,0,low
SYN_N_01074,SYNTHETIC_NER,2019-08-25,Nagaland,unspecified,28.20984,96.99077,810.9,2.0,332.7,cropland,weathered_rock,10.5,28.7,52.9,37.2,27.3,0,n/a,0,low
SYN_E_00528,SYNTHETIC_NER,2019-08-09,Arunachal Pradesh,unspecified,26.58074,95.52709,2039.4,33.15,95.6,grassland,residual_soil,52.9,164.6,244.0,182.0,41.5,1,debris flow,0,low
SYN_E_00176,SYNTHETIC_NER,2023-09-05,Tripura,unspecified,23.01168,96.13671,864.4,34.36,183.9,forest,weathered_rock,44.8,108.4,170.1,126.6,38.0,1,mudslide,0,low
SYN_N_01257,SYNTHETIC_NER,2017-09-18,Sikkim,unspecified,25.95954,96.43238,1838.8,41.54,13.4,forest,residual_soil,35.5,100.7,219.3,146.9,18.0,0,n/a,0,low
SYN_E_00422,SYNTHETIC_NER,2023-03-16,Sikkim,unspecified,23.063,96.97029,3720.4,31.53,128.2,forest,colluvium,33.6,87.6,172.5,119.3,46.7,1,soil slide,0,low
SYN_E_00680,SYNTHETIC_NER,2025-02-03,Tripura,unspecified,22.29502,90.31525,117.5,46.67,309.7,grassland,unknown,32.1,86.9,186.6,125.8,43.5,1,rock slide,0,low
SYN_N_02274,SYNTHETIC_NER,2020-06-12,Meghalaya,unspecified,23.57052,91.97711,925.1,2.0,253.1,bare,residual_soil,45.6,88.5,163.3,117.3,29.7,0,n/a,0,low
SYN_N_00453,SYNTHETIC_NER,2025-07-16,Meghalaya,unspecified,21.56908,88.1473,1164.9,2.0,139.7,grassland,unknown,58.4,151.0,251.5,182.7,26.2,0,n/a,0,low
SYN_N_02186,SYNTHETIC_NER,2017-08-10,Manipur,unspecified,23.80475,92.6006,1987.2,31.2,126.9,forest,colluvium,10.6,25.5,49.2,34.4,21.1,0,n/a,0,low
SYN_N_01575,SYNTHETIC_NER,2024-06-21,Assam,unspecified,27.99245,93.47629,52.9,27.2,260.7,forest,residual_soil,5.3,12.2,18.3,13.9,22.6,0,n/a,0,low
SYN_N_01300,SYNTHETIC_NER,2016-05-19,Tripura,unspecified,22.90419,92.12913,480.5,42.43,120.4,forest,residual_soil,8.8,19.6,32.7,24.0,38.2,0,n/a,0,low
SYN_E_01041,SYNTHETIC_NER,2020-08-08,Sikkim,unspecified,28.27017,92.82443,4025.4,38.91,281.8,grassland,residual_soil,30.2,89.9,160.5,113.2,33.2,1,mudslide,0,low
SYN_N_01954,SYNTHETIC_NER,2023-12-17,Manipur,unspecified,28.99027,95.72791,1494.1,20.49,319.1,forest,colluvium,16.2,36.4,74.6,51.4,21.0,0,n/a,0,low
SYN_E_00288,SYNTHETIC_NER,2021-06-08,Nagaland,unspecified,26.84428,96.68358,1361.1,28.99,137.1,grassland,colluvium,48.8,153.0,289.3,200.3,38.8,1,mudslide,0,low
SYN_N_02081,SYNTHETIC_NER,2021-07-06,Meghalaya,unspecified,28.4268,91.71598,1694.8,21.88,318.3,cropland,colluvium,55.0,109.6,197.3,142.5,29.2,0,n/a,0,low
SYN_N_01183,SYNTHETIC_NER,2015-09-26,Sikkim,unspecified,24.39891,91.50476,550.3,31.69,285.6,forest,colluvium,5.2,12.4,21.9,15.7,21.4,0,n/a,0,low
SYN_N_00809,SYNTHETIC_NER,2016-07-10,Mizoram,unspecified,28.12296,93.8196,1345.7,15.66,284.8,forest,unknown,19.8,49.9,81.0,59.4,26.5,0,n/a,0,low
SYN_N_00914,SYNTHETIC_NER,2018-07-18,Mizoram,unspecified,21.80037,89.90128,1559.2,31.59,333.9,grassland,colluvium,16.8,53.0,87.3,62.9,25.7,0,n/a,0,low
SYN_E_01128,SYNTHETIC_NER,2024-05-18,Nagaland,unspecified,27.01085,95.37584,2395.6,28.96,28.2,forest,weathered_rock,48.9,117.1,208.5,149.2,57.8,1,debris flow,0,low
SYN_E_00177,SYNTHETIC_NER,2019-09-21,Meghalaya,unspecified,28.92278,89.56825,510.5,34.07,355.7,forest,residual_soil,50.1,108.5,176.0,130.5,29.6,1,debris flow,0,low
SYN_E_00838,SYNTHETIC_NER,2020-07-10,Assam,unspecified,24.33715,95.10478,49.9,30.46,252.7,cropland,residual_soil,36.0,75.7,139.4,99.6,44.7,1,soil slide,0,low
SYN_E_01113,SYNTHETIC_NER,2015-09-13,Mizoram,unspecified,24.79681,89.55036,1868.3,33.46,75.8,grassland,residual_soil,60.4,154.8,242.0,179.5,40.2,1,soil slide,0,low
SYN_N_00637,SYNTHETIC_NER,2017-09-18,Sikkim,unspecified,21.71685,90.86817,3472.9,15.29,191.6,forest,unknown,18.6,37.6,75.3,52.7,13.3,0,n/a,0,low
SYN_N_01125,SYNTHETIC_NER,2020-08-04,Sikkim,unspecified,25.40725,93.6999,3531.8,40.61,75.6,grassland,colluvium,12.1,32.6,53.9,39.1,15.8,0,n/a,0,low
SYN_E_00370,SYNTHETIC_NER,2022-07-08,Mizoram,unspecified,27.13838,94.57926,434.1,44.34,134.7,forest,residual_soil,46.3,91.8,193.5,133.5,49.9,1,soil slide,0,low
SYN_N_00294,SYNTHETIC_NER,2016-08-10,Assam,unspecified,27.9837,94.87277,109.5,9.02,211.5,forest,colluvium,12.1,27.4,58.0,39.6,29.7,0,n/a,0,low
SYN_E_00729,SYNTHETIC_NER,2021-08-27,Tripura,unspecified,21.59128,97.20625,788.0,39.51,142.3,forest,unknown,24.9,51.7,99.6,70.3,44.6,1,soil slide,0,low
SYN_E_00598,SYNTHETIC_NER,2022-06-08,Tripura,unspecified,24.05265,91.03784,545.8,35.52,345.0,forest,residual_soil,38.9,72.8,112.7,86.0,50.4,1,debris flow,0,low
SYN_N_00983,SYNTHETIC_NER,2024-03-23,Manipur,unspecified,23.88803,96.29499,2156.2,18.29,90.3,built-up,residual_soil,4.1,10.5,20.9,14.4,32.5,0,n/a,0,low
SYN_N_00287,SYNTHETIC_NER,2025-09-15,Sikkim,unspecified,26.95736,91.31429,3525.1,9.81,151.5,forest,weathered_rock,16.7,45.6,84.2,59.1,27.3,0,n/a,0,low
SYN_N_01072,SYNTHETIC_NER,2021-06-17,Assam,unspecified,22.5969,93.60207,216.4,27.0,323.2,forest,unknown,19.2,43.7,92.3,63.1,23.0,0,n/a,0,low
SYN_N_00984,SYNTHETIC_NER,2016-06-09,Nagaland,unspecified,22.71891,88.1596,676.0,21.8,325.5,cropland,colluvium,14.1,33.8,66.7,46.3,18.7,0,n/a,0,low
SYN_N_02092,SYNTHETIC_NER,2020-06-09,Tripura,unspecified,28.48098,90.89832,48.9,28.07,267.2,cropland,colluvium,6.3,15.9,32.8,22.4,21.5,0,n/a,0,low
SYN_N_01629,SYNTHETIC_NER,2020-08-17,Meghalaya,unspecified,27.78019,93.87281,799.2,4.93,277.6,forest,residual_soil,36.8,74.1,121.9,90.5,25.8,0,n/a,0,low
SYN_N_00420,SYNTHETIC_NER,2015-06-11,Assam,unspecified,24.68911,93.01066,391.8,18.97,43.0,forest,colluvium,12.6,24.0,42.6,31.0,14.0,0,n/a,0,low
SYN_E_00141,SYNTHETIC_NER,2018-12-08,Meghalaya,unspecified,22.77594,94.39662,1313.6,33.33,97.4,forest,residual_soil,96.0,233.4,444.9,311.7,42.2,1,debris flow,0,low
SYN_N_01766,SYNTHETIC_NER,2022-07-03,Mizoram,unspecified,22.63054,90.48472,1682.8,26.03,155.4,forest,unknown,24.4,65.3,118.0,83.5,19.5,0,n/a,0,low
SYN_E_00665,SYNTHETIC_NER,2019-09-26,Tripura,unspecified,22.1332,96.00877,515.8,28.5,280.3,forest,residual_soil,36.7,84.2,126.4,95.8,48.6,1,debris flow,0,low
SYN_E_00809,SYNTHETIC_NER,2024-07-09,Arunachal Pradesh,unspecified,26.85893,95.7473,2233.9,32.18,254.7,forest,colluvium,77.1,236.2,473.6,323.1,40.6,1,soil slide,0,low
SYN_N_01309,SYNTHETIC_NER,2016-03-20,Sikkim,unspecified,23.34672,92.66349,3012.9,16.59,188.2,forest,residual_soil,11.2,25.6,49.9,34.9,22.3,0,n/a,0,low
SYN_E_00654,SYNTHETIC_NER,2021-08-13,Nagaland,unspecified,21.87226,89.36082,1323.4,40.43,313.0,forest,residual_soil,36.0,90.3,138.7,103.7,36.8,1,mudslide,0,low
SYN_E_00471,SYNTHETIC_NER,2024-06-05,Sikkim,unspecified,28.18896,92.40885,4890.8,37.07,350.3,cropland,weathered_rock,7.5,18.1,38.8,26.3,50.2,1,soil slide,0,low
SYN_N_00398,SYNTHETIC_NER,2015-09-09,Meghalaya,unspecified,27.24261,91.11925,1145.5,35.05,149.3,bare,colluvium,92.3,242.6,518.8,350.6,23.7,0,n/a,0,low
SYN_E_01188,SYNTHETIC_NER,2016-08-13,Nagaland,unspecified,27.93029,95.96155,1749.3,28.8,76.5,forest,weathered_rock,32.4,82.3,166.3,114.4,41.3,1,soil slide,0,low
SYN_E_01138,SYNTHETIC_NER,2020-06-18,Tripura,unspecified,23.45271,88.41456,311.0,48.7,308.2,forest,colluvium,21.2,58.3,109.4,76.4,45.0,1,soil slide,0,low
SYN_E_00952,SYNTHETIC_NER,2019-11-01,Nagaland,unspecified,22.85207,97.47878,2319.7,30.41,308.2,forest,colluvium,32.2,76.1,127.0,92.8,40.8,1,mudslide,0,low
SYN_N_01468,SYNTHETIC_NER,2023-12-23,Mizoram,unspecified,23.66187,93.37441,1766.1,23.5,262.7,forest,colluvium,17.9,52.8,107.8,73.3,23.7,0,n/a,0,low
SYN_N_00010,SYNTHETIC_NER,2022-05-01,Nagaland,unspecified,22.59793,89.75719,396.2,22.46,4.0,grassland,residual_soil,24.0,51.1,99.8,70.0,23.1,0,n/a,0,low
SYN_E_01159,SYNTHETIC_NER,2016-07-12,Mizoram,unspecified,29.02252,90.6867,787.9,26.44,119.3,bare,weathered_rock,38.8,113.3,186.8,135.2,31.6,1,soil slide,0,low
SYN_N_00162,SYNTHETIC_NER,2017-06-01,Sikkim,unspecified,27.37441,94.13252,1469.9,13.7,84.0,forest,colluvium,20.1,39.4,67.7,49.7,22.7,0,n/a,0,low
SYN_E_00195,SYNTHETIC_NER,2015-09-03,Assam,unspecified,24.45577,90.60492,398.9,32.21,262.5,forest,colluvium,33.1,66.9,117.7,85.6,29.7,1,soil slide,0,low
SYN_E_00532,SYNTHETIC_NER,2025-07-14,Meghalaya,unspecified,28.13579,89.54366,465.0,33.88,178.9,cropland,residual_soil,181.0,530.8,1039.0,714.9,39.7,1,soil slide,0,low
SYN_N_00156,SYNTHETIC_NER,2016-05-18,Arunachal Pradesh,unspecified,21.5249,94.49647,3968.8,41.63,80.1,forest,colluvium,32.8,90.8,144.4,106.0,26.9,0,n/a,0,low
SYN_N_02054,SYNTHETIC_NER,2024-06-15,Manipur,unspecified,27.05999,88.21702,2007.5,25.82,63.2,grassland,colluvium,5.9,15.5,29.4,20.5,25.4,0,n/a,0,low
SYN_N_00070,SYNTHETIC_NER,2018-08-07,Manipur,unspecified,24.04035,94.14154,2803.6,24.57,320.5,forest,colluvium,19.4,40.2,69.5,50.7,18.1,0,n/a,0,low
SYN_E_00869,SYNTHETIC_NER,2015-06-25,Assam,unspecified,27.05216,92.50134,172.6,29.31,110.7,forest,colluvium,44.4,105.1,228.9,154.9,38.4,1,debris flow,0,low
SYN_N_02063,SYNTHETIC_NER,2017-06-02,Nagaland,unspecified,26.1179,90.95766,715.6,44.78,189.8,bare,residual_soil,9.9,18.1,36.9,25.8,33.7,0,n/a,0,low
SYN_E_00227,SYNTHETIC_NER,2018-07-10,Nagaland,unspecified,28.25531,95.62514,203.3,26.25,45.4,forest,colluvium,51.0,113.9,201.7,145.2,47.9,1,mudslide,1,low
SYN_E_00555,SYNTHETIC_NER,2019-09-19,Nagaland,unspecified,27.06807,94.27474,3776.6,38.7,277.6,forest,residual_soil,33.2,100.3,168.0,120.7,32.0,1,soil slide,0,low
SYN_N_00503,SYNTHETIC_NER,2020-02-23,Meghalaya,unspecified,21.6167,89.49524,1634.7,31.34,134.7,cropland,residual_soil,25.1,51.7,95.4,68.2,32.4,0,n/a,0,low
SYN_N_01521,SYNTHETIC_NER,2024-01-21,Manipur,unspecified,29.14138,93.50204,1565.1,14.08,7.6,forest,unknown,3.5,10.9,21.3,14.6,25.7,0,n/a,0,low
SYN_N_01956,SYNTHETIC_NER,2022-06-17,Tripura,unspecified,26.8804,95.28864,628.4,16.39,229.9,forest,colluvium,11.2,31.8,50.2,36.8,28.3,0,n/a,0,low
SYN_N_01487,SYNTHETIC_NER,2021-07-12,Sikkim,unspecified,23.63858,88.12233,2535.6,19.25,329.1,forest,residual_soil,21.0,50.8,101.9,70.4,30.6,0,n/a,0,low
SYN_N_00741,SYNTHETIC_NER,2017-07-09,Tripura,unspecified,24.64014,90.26309,801.7,31.25,9.8,forest,residual_soil,6.8,20.2,28.6,21.7,23.9,0,n/a,0,low
SYN_N_01201,SYNTHETIC_NER,2018-06-14,Sikkim,unspecified,22.00761,93.93746,3542.5,4.3,21.7,grassland,unknown,17.5,36.1,76.5,52.6,14.8,0,n/a,0,low
SYN_E_00631,SYNTHETIC_NER,2023-06-23,Mizoram,unspecified,24.44187,96.47795,1196.3,35.43,86.1,forest,residual_soil,29.3,57.9,92.8,69.6,43.1,1,soil slide,0,low
SYN_N_02392,SYNTHETIC_NER,2015-06-11,Meghalaya,unspecified,24.862,93.05291,575.6,27.73,312.3,forest,colluvium,50.9,140.1,224.4,164.4,19.9,0,n/a,0,low
SYN_N_00006,SYNTHETIC_NER,2020-08-18,Assam,unspecified,22.08015,91.37906,164.4,19.93,243.1,grassland,residual_soil,14.7,29.8,47.4,35.6,31.8,0,n/a,0,low
SYN_E_00162,SYNTHETIC_NER,2018-03-19,Manipur,unspecified,26.3802,89.2268,1960.4,37.45,293.9,grassland,weathered_rock,22.4,40.3,84.1,58.6,38.9,1,mudslide,0,low
SYN_E_00219,SYNTHETIC_NER,2015-03-13,Arunachal Pradesh,unspecified,24.79325,89.7833,2520.2,30.75,272.3,forest,colluvium,57.2,113.5,194.9,142.9,40.0,1,mudslide,0,low
SYN_N_00772,SYNTHETIC_NER,2018-05-12,Assam,unspecified,21.75461,94.78797,443.7,4.39,96.3,grassland,colluvium,23.6,46.9,69.7,53.7,21.4,0,n/a,0,low
SYN_E_01032,SYNTHETIC_NER,2015-09-24,Tripura,unspecified,29.04155,90.67222,584.6,25.17,201.1,grassland,unknown,49.4,89.7,196.1,134.8,28.5,1,debris flow,0,low
SYN_N_00966,SYNTHETIC_NER,2019-08-14,Mizoram,unspecified,23.51705,94.1467,1067.8,19.21,359.5,forest,colluvium,8.1,23.7,48.0,32.7,18.9,0,n/a,0,low
SYN_N_00926,SYNTHETIC_NER,2022-08-01,Sikkim,unspecified,23.3074,89.19868,394.3,15.49,169.9,forest,residual_soil,9.5,17.5,26.1,20.2,18.3,0,n/a,0,low
SYN_N_00303,SYNTHETIC_NER,2021-07-15,Meghalaya,unspecified,26.15168,96.19655,1470.4,12.13,134.3,forest,weathered_rock,69.6,194.6,342.9,243.7,19.1,0,n/a,0,low
SYN_E_00547,SYNTHETIC_NER,2018-09-18,Nagaland,unspecified,25.27308,94.46269,3216.8,26.45,174.7,cropland,colluvium,25.8,66.6,132.8,91.5,35.1,1,debris flow,0,low
SYN_N_01542,SYNTHETIC_NER,2024-09-19,Tripura,unspecified,28.05387,91.53111,942.5,30.91,18.0,cropland,weathered_rock,21.3,59.0,96.5,70.2,17.4,0,n/a,0,low
SYN_N_01786,SYNTHETIC_NER,2024-05-03,Manipur,unspecified,24.85078,91.8962,2493.7,13.0,100.7,forest,weathered_rock,19.9,53.9,116.0,78.2,33.0,0,n/a,0,low
SYN_N_00632,SYNTHETIC_NER,2023-07-11,Nagaland,unspecified,29.41545,88.39646,2410.9,36.2,157.5,grassland,weathered_rock,9.7,27.9,59.8,40.2,8.4,0,n/a,0,low
SYN_E_00568,SYNTHETIC_NER,2015-07-16,Tripura,unspecified,27.25878,93.81264,497.0,36.16,279.7,bare,colluvium,25.0,79.5,174.8,116.3,31.7,1,mudslide,0,low
SYN_E_00871,SYNTHETIC_NER,2020-09-20,Meghalaya,unspecified,27.18451,96.2737,1740.5,30.29,77.5,forest,unknown,116.8,242.7,419.3,305.8,34.1,1,soil slide,0,low
SYN_N_01342,SYNTHETIC_NER,2016-07-03,Manipur,unspecified,22.48367,88.67807,1842.9,33.23,196.0,cropland,colluvium,7.4,18.8,32.9,23.6,21.9,0,n/a,0,low
SYN_E_01089,SYNTHETIC_NER,2018-10-19,Meghalaya,unspecified,27.21724,93.81286,277.6,33.54,316.9,bare,residual_soil,17.1,41.9,72.0,52.0,34.8,1,mudslide,0,low
SYN_N_01281,SYNTHETIC_NER,2021-06-07,Manipur,unspecified,27.67606,96.40143,1137.6,22.45,256.3,forest,residual_soil,12.3,35.2,63.7,44.8,27.3,0,n/a,0,low
SYN_E_00611,SYNTHETIC_NER,2015-09-27,Manipur,unspecified,25.26189,93.82301,1116.0,18.1,318.8,forest,colluvium,29.2,73.7,133.8,94.8,38.5,1,mudslide,0,low
SYN_N_01239,SYNTHETIC_NER,2023-09-15,Nagaland,unspecified,28.30653,90.51361,3059.4,24.75,213.2,forest,weathered_rock,15.3,43.0,64.7,48.3,15.0,0,n/a,0,low
SYN_N_00707,SYNTHETIC_NER,2019-03-10,Manipur,unspecified,26.32718,88.88426,2188.6,12.68,60.5,grassland,residual_soil,1.8,3.7,5.7,4.3,15.2,0,n/a,0,low
SYN_N_02098,SYNTHETIC_NER,2018-06-25,Assam,unspecified,21.9792,91.02232,574.1,19.7,22.8,grassland,colluvium,14.5,35.6,78.0,52.6,16.4,0,n/a,0,low
SYN_N_02364,SYNTHETIC_NER,2023-10-15,Tripura,unspecified,26.42181,94.88022,542.6,2.0,130.2,forest,residual_soil,6.4,18.2,28.3,20.9,22.9,0,n/a,0,low
SYN_E_00742,SYNTHETIC_NER,2025-06-01,Tripura,unspecified,27.9576,91.53343,344.8,29.01,182.2,cropland,residual_soil,28.4,80.5,163.5,111.6,20.1,1,mudslide,0,low
SYN_N_02030,SYNTHETIC_NER,2017-02-13,Nagaland,unspecified,22.45837,91.34223,2970.9,5.21,177.4,forest,residual_soil,26.4,65.1,102.5,76.1,33.2,0,n/a,0,low
SYN_N_02214,SYNTHETIC_NER,2015-06-22,Nagaland,unspecified,26.53602,95.48446,974.1,2.45,12.8,grassland,colluvium,0.6,1.6,2.7,2.0,11.9,0,n/a,0,low
SYN_N_00626,SYNTHETIC_NER,2015-07-07,Manipur,unspecified,23.08963,92.3847,1299.2,27.47,230.5,grassland,unknown,5.8,16.4,35.9,24.0,25.9,0,n/a,0,low
SYN_E_00581,SYNTHETIC_NER,2018-02-19,Sikkim,unspecified,25.43504,97.38258,1288.4,34.82,78.5,forest,unknown,62.9,196.7,362.7,253.0,32.6,1,soil slide,0,low
SYN_N_02057,SYNTHETIC_NER,2025-06-03,Meghalaya,unspecified,23.65675,94.68165,630.0,34.96,232.3,forest,colluvium,71.8,131.4,199.6,153.6,20.2,0,n/a,0,low
SYN_N_00685,SYNTHETIC_NER,2025-07-26,Tripura,unspecified,24.33183,91.11977,634.7,17.6,82.1,forest,residual_soil,12.0,33.8,50.5,37.8,36.3,0,n/a,0,low
SYN_E_01003,SYNTHETIC_NER,2016-07-06,Arunachal Pradesh,unspecified,24.29492,96.29575,4681.8,33.46,78.8,cropland,residual_soil,42.3,116.4,237.1,161.9,40.5,1,mudslide,1,low
SYN_E_00073,SYNTHETIC_NER,2016-08-04,Meghalaya,unspecified,21.67379,96.06353,1147.2,35.62,55.9,cropland,colluvium,64.2,120.4,224.6,161.3,29.3,1,debris flow,0,low
SYN_E_00048,SYNTHETIC_NER,2019-07-07,Tripura,unspecified,24.06587,94.20532,902.9,40.8,242.2,forest,residual_soil,31.2,79.8,123.4,91.9,43.2,1,debris flow,0,low
SYN_N_00686,SYNTHETIC_NER,2015-06-03,Mizoram,unspecified,23.71118,88.91968,166.9,4.89,124.6,grassland,residual_soil,31.5,63.1,115.5,83.0,21.8,0,n/a,0,low
SYN_E_01094,SYNTHETIC_NER,2017-09-27,Mizoram,unspecified,26.9902,88.09995,341.7,39.88,326.8,forest,residual_soil,48.8,120.4,234.8,163.3,39.8,1,soil slide,0,low
SYN_N_00301,SYNTHETIC_NER,2018-07-12,Arunachal Pradesh,unspecified,26.30719,91.96697,3175.9,20.78,177.2,forest,colluvium,37.3,87.4,125.6,96.5,20.4,0,n/a,0,low
SYN_N_02007,SYNTHETIC_NER,2016-08-18,Mizoram,unspecified,28.99349,88.14774,856.7,26.94,140.1,grassland,residual_soil,11.9,21.7,44.9,31.3,20.8,0,n/a,0,low
SYN_N_01841,SYNTHETIC_NER,2021-06-23,Nagaland,unspecified,25.99375,92.38077,3182.6,21.89,214.3,bare,residual_soil,28.6,55.1,86.5,65.5,27.0,0,n/a,0,low
SYN_E_00756,SYNTHETIC_NER,2022-07-03,Tripura,unspecified,25.47599,89.79071,424.2,33.88,178.1,cropland,unknown,44.7,80.9,118.8,92.6,41.5,1,debris flow,0,low
SYN_E_01074,SYNTHETIC_NER,2015-07-11,Manipur,unspecified,24.80955,94.10182,1240.7,34.21,43.5,forest,weathered_rock,22.7,47.5,100.8,69.2,42.8,1,mudslide,0,low
SYN_N_01273,SYNTHETIC_NER,2018-09-08,Meghalaya,unspecified,22.11445,96.11313,1596.1,2.0,307.3,forest,residual_soil,48.5,121.0,198.4,145.2,13.3,0,n/a,0,low
SYN_E_00978,SYNTHETIC_NER,2019-08-17,Mizoram,unspecified,28.69087,89.14868,971.6,32.6,35.1,cropland,colluvium,21.1,54.7,88.5,64.9,35.4,1,rock slide,0,low
SYN_N_02314,SYNTHETIC_NER,2018-09-18,Sikkim,unspecified,27.07807,93.68353,4073.8,34.18,128.0,forest,colluvium,20.7,66.1,109.1,78.5,37.7,0,n/a,0,low
SYN_N_01341,SYNTHETIC_NER,2016-06-16,Assam,unspecified,26.21677,90.88997,315.0,16.63,177.3,forest,weathered_rock,5.6,16.7,35.2,23.7,16.8,0,n/a,0,low
SYN_N_00255,SYNTHETIC_NER,2020-02-21,Mizoram,unspecified,28.20878,92.09848,1395.4,12.47,29.8,forest,residual_soil,21.9,61.9,95.3,70.6,14.4,0,n/a,0,low
SYN_N_01561,SYNTHETIC_NER,2018-07-20,Sikkim,unspecified,24.5461,95.49821,999.9,31.5,117.2,forest,colluvium,47.9,130.8,263.0,180.3,7.2,0,n/a,0,low
SYN_N_00207,SYNTHETIC_NER,2024-09-07,Sikkim,unspecified,23.9883,90.78057,4419.5,17.24,319.4,bare,colluvium,33.6,92.8,181.0,125.0,18.8,0,n/a,0,low
SYN_N_01154,SYNTHETIC_NER,2016-07-03,Nagaland,unspecified,26.38976,94.46674,1255.4,37.9,89.8,grassland,colluvium,28.4,76.0,149.1,103.0,29.4,0,n/a,0,low
SYN_E_00572,SYNTHETIC_NER,2025-12-15,Mizoram,unspecified,28.44623,88.96709,459.6,32.49,89.8,cropland,residual_soil,57.5,128.1,275.7,187.8,40.2,1,soil slide,0,low
SYN_N_00763,SYNTHETIC_NER,2018-07-19,Assam,unspecified,24.90394,90.83415,303.3,21.21,180.0,grassland,unknown,18.3,49.7,98.4,67.8,12.9,0,n/a,0,low
SYN_N_02348,SYNTHETIC_NER,2022-09-12,Nagaland,unspecified,22.35993,93.7465,2169.9,13.22,53.6,grassland,colluvium,17.3,42.2,59.7,46.0,16.3,0,n/a,0,low
SYN_N_01665,SYNTHETIC_NER,2017-08-16,Tripura,unspecified,29.41802,93.96487,40.8,25.24,34.9,cropland,weathered_rock,14.9,46.2,87.2,60.4,16.4,0,n/a,0,low
